gamma,trace,gradient,curvature,is_predicted_valley
15.0,-0.334332653999101,0.2657618731176864,0.11658016268663263,0.0
15.066674074897211,-0.06857078088141459,0.382342035804319,0.109207677840401,0.0
15.133348149794422,0.4303514176095371,0.4841772287984884,-0.0265195658751905,0.0
15.200022224691633,0.8997836767155623,0.32930290405393803,-0.24639905543182147,0.0
15.266696299588844,1.0889572257174132,-0.008620882065154545,-0.3476649190467015,0.0
15.333370374486053,0.8825419125852532,-0.36602693403946496,-0.28071757585516827,0.0
15.400044449383264,0.35690335763848324,-0.5700560337754911,-0.07833891033325807,0.0
15.466718524280475,-0.257570154965729,-0.5227047547059811,0.1609865818968417,0.0
15.533392599177686,-0.6885061517734791,-0.24808286998180767,0.32098929000682397,0.0
15.600066674074897,-0.7537358949293443,0.11927382530766684,0.32407178952406,1.0
15.666740748972108,-0.4499585011581454,0.4000607090663123,0.16985678855122566,0.0
15.73341482386932,0.046385523203280314,0.45898740241011815,-0.06387662288232396,0.0
15.80008889876653,0.4680163036620909,0.2723074633016644,-0.26012630262324615,0.0
15.866762973663741,0.591000449806609,-0.06126520283637413,-0.321956137551901,0.0
15.93343704856095,0.34548589798934265,-0.37160481180213767,-0.22060403348064228,0.0
16.00011112345816,-0.1522091737976663,-0.5024732697976587,-0.008031973085504213,0.0
16.066785198355372,-0.6594606416059748,-0.3876687579731461,0.21017553859769825,0.0
16.133459273252583,-0.9275466897439585,-0.08212219260226222,0.326639851161022,1.0
16.200133348149794,-0.8237050268104993,0.26561094434889787,0.2843098688066814,0.0
16.266807423047005,-0.3963248010461628,0.48649754501110054,0.10461393616302017,0.0
16.333481497944216,0.14929006321170182,0.4748388166749382,-0.12305306552636872,0.0
16.400155572841427,0.5533528323037136,0.2403914139583631,-0.28657667937513853,0.0
16.46682964773864,0.630072891128428,-0.09831454207533882,-0.30753344168945596,0.0
16.53350372263585,0.3567237481530359,-0.3746754694205488,-0.1787967766900589,0.0
16.60017779753306,-0.11927804771266962,-0.45590809545545663,0.034379797718138566,0.0
16.66685187243027,-0.5550924427578773,-0.30591587398427167,0.22729130665139033,0.0
16.733525947327482,-0.7311097956812129,-0.001325482152675972,0.3058207840239022,1.0
16.800200022224693,-0.5577434070632292,0.3057256940635327,0.23160177046100208,0.0
16.8668740971219,-0.11965840755414751,0.4618780587693282,0.041736386128570835,0.0
16.933548172019112,0.3660127104754271,0.3891984663206744,-0.16856433701109663,0.0
17.000222246916323,0.6587385250872013,0.1247493847471349,-0.2939660494551842,0.0
17.066896321813534,0.6155114799696969,-0.19873363258969393,-0.2725768697016084,0.0
17.133570396710745,0.26127125990781347,-0.42040435465608184,-0.11614609653619022,0.0
17.200244471607956,-0.22529722934246676,-0.43102582566207437,0.0974401916353008,0.0
17.266918546505167,-0.6007803914163353,-0.22552397138548025,0.26309850098711346,0.0
17.333592621402378,-0.6763451721134273,0.09517117631215252,0.2993619373000498,1.0
17.40026669629959,-0.4104380387920303,0.37319990321461927,0.18808521546987056,0.0
17.4669407711968,0.07005463431581127,0.47134160725189367,-0.01581209744979231,0.0
17.53361484609401,0.5322451757117571,0.34157570831503464,-0.21118022885493803,0.0
17.600288920991222,0.7532060509458806,0.0489811495420176,-0.30174242687318975,0.0
17.666962995888433,0.6302074747957923,-0.26190914543134486,-0.24434826363905704,0.0
17.733637070785644,0.22938776008319084,-0.4397153777360965,-0.06902366191916445,0.0
17.800311145682855,-0.2492232806764006,-0.39995646926967376,0.1374784201797667,0.0
17.866985220580066,-0.5705251784561567,-0.16475853737656312,0.2743307826443746,0.0
17.933659295477277,-0.5787403554295268,0.1487050960190754,0.27510665973920395,1.0
18.000333370374484,-0.2731149864180059,0.3854547821018448,0.1402528175396804,0.0
18.0670074452717,0.1921692087741628,0.4292107310984362,-0.06248815453894993,0.0
18.133681520168906,0.5853064757788665,0.26047847302394495,-0.23173468365145683,0.0
18.200355595066117,0.7131261548220527,-0.034258636204477444,-0.28378305113820257,0.0
18.26702966996333,0.5167892033699116,-0.3070876292524602,-0.19434737580370237,0.0
18.33370374486054,0.0989508963171323,-0.4229533878118822,-0.009384629639227482,0.0
18.40037781975775,-0.3291175722538527,-0.32585688853091516,0.1786957482051682,0.0
18.46705189465496,-0.552762880744698,-0.06556189140154581,0.27650248112450465,1.0
18.533725969552172,-0.4602413550569443,0.22714807371809412,0.2353621774134418,0.0
18.600400044449383,-0.09846673330850979,0.4051624634253378,0.07566249009215324,0.0
18.667074119346594,0.35008357179373134,0.3784730539024006,-0.12315823382240655,0.0
18.733748194243805,0.6584793744962915,0.1588459957805247,-0.2629583037519374,0.0
18.800422269141016,0.6677755633547807,-0.1474435536014742,-0.27617050838936236,0.0
18.867096344038227,0.36359226729334304,-0.3934950209982,-0.15787680593456785,0.0
18.93377041893544,-0.11921447864161924,-0.4631971654706099,0.03385822971669772,0.0
19.00044449383265,-0.5628020636478768,-0.32577856156480456,0.20668372053472828,0.0
19.06711856872986,-0.7707716017712284,-0.04982972440115335,0.27753607541482933,1.0
19.133792643627068,-0.6624615124501835,0.22929358926485413,0.21253988995213569,0.0
19.200466718524282,-0.3121844232415201,0.375250055503118,0.044851437068347,0.0
19.26714079342149,0.08803859855605255,0.31899646340154814,-0.140604672090561,0.0
19.333814868318704,0.32580850356157615,0.09404071132199604,-0.2500063788481532,0.0
19.40048894321591,0.27612002120004464,-0.18101629429475824,-0.22852533669175099,0.0
19.467163018113123,-0.03622408502794033,-0.36300996206150593,-0.08718725702276145,0.0
19.533837093010334,-0.4498999029229673,-0.35539080834028114,0.10402721433244251,0.0
19.600511167907545,-0.7470057017085026,-0.1549555333966209,0.25100794912240354,0.0
19.667185242804756,-0.7598109697162091,0.14662508990452588,0.28074086100761175,1.0
19.733859317701967,-0.4537555218994508,0.4065261886186026,0.17672679740270267,0.0
19.800533392599178,0.053241407520996195,0.5000786847099312,-0.011899947899755653,0.0
19.86720746749639,0.5464018475204118,0.3827262928190913,-0.19371227791092718,0.0
19.9338815423936,0.8186939931591788,0.11265412888807685,-0.2806136210154297,0.0
20.00055561729081,0.7717101052965655,-0.17850094921176804,-0.23193314370518875,0.0
20.06722969218802,0.4616920947356427,-0.35121215852230064,-0.0736498080730517,0.0
20.133903767085233,0.06928578825196421,-0.32580056535787144,0.11568733440237855,0.0
20.200577841982444,-0.18990903598010014,-0.11983748971754353,0.24331502131646565,1.0
20.267251916879655,-0.17038919118312285,0.16082947727505986,0.24619821100596198,0.0
20.333925991776866,0.13174991857001955,0.3725589322943804,0.12093633524731864,0.0
20.400600066674073,0.574728673405638,0.40270214776969715,-0.07433800346687652,0.0
20.467274141571288,0.9371542141094138,0.22388292536062737,-0.24790056473746114,0.0
20.533948216468495,1.0224945241268928,-0.09309898170522513,-0.3187313307605397,0.0
20.60062229136571,0.7509562506989635,-0.41357973616045207,-0.25466881618315745,0.0
20.667296366262917,0.1953350518059887,-0.60243661407154,-0.08601032007800147,0.0
20.733970441160128,-0.45391697744411663,-0.585600376316455,0.11049726130569423,0.0
20.80064451605734,-0.9758657008269214,-0.38144209146015157,0.24867993757499857,0.0
20.86731859095455,-1.2168011603644198,-0.08824050116645787,0.27369501822201747,1.0
20.93399266585176,-1.1523467031598371,0.16594794498388343,0.18718762023839847,0.0
21.000666740748972,-0.8849052703966529,0.28613473931033906,0.0438636564279527,0.0
21.067340815646183,-0.580077224539159,0.25367525783978884,-0.07900029118452974,0.0
21.134014890543394,-0.3775547547170752,0.12813415694127958,-0.12221769546544262,0.0
21.200688965440605,-0.32380891065659984,0.009239866908903605,-0.07338493488232703,0.0
21.267363040337816,-0.359075020899268,-0.01863571282337448,0.03009983027170568,0.0
21.334037115235027,-0.3610803363033488,0.06943952745231496,0.122915383631464,1.0
21.400711190132238,-0.2201959659946381,0.2271950544395535,0.14661682654774238,0.0
21.46738526502945,0.09330977257575822,0.36267318054779973,0.08051991478186132,0.0
21.53405933992666,0.5051503951009614,0.38823488400327616,-0.04676762555624811,0.0
21.60073341482387,0.8697795405823106,0.2691379294353035,-0.17193269975519526,0.0
21.66740748972108,1.0434262539715684,0.044369484492885636,-0.230260804317283,0.0
21.734081564618293,0.9585185095680818,-0.19138367919926247,-0.18928646300385102,0.0
21.8007556395155,0.6606588955730435,-0.3342034415148164,-0.06524931960740388,0.0
21.86742971441271,0.290111626538449,-0.3218823184140702,0.0844245133298449,0.0
21.934103789309923,0.016894258744903017,-0.1653544148551266,0.18800973661519882,0.0
22.000777864207134,-0.040597203171804215,0.05413715481632744,0.19403662037414493,0.0
22.067451939104345,0.1251685683775579,0.22271882589316322,0.09808071687551466,0.0
22.134126014001556,0.40484044861452223,0.25029858856735676,-0.05272562195002721,0.0
22.200800088898767,0.6257657455122715,0.1172675819931088,-0.1823977179248494,0.0
22.267474163795978,0.6393756126007398,-0.11449684728234205,-0.22505535516854464,0.0
22.33414823869319,0.3967720509475874,-0.33284312834398044,-0.15844542214439888,0.0
22.4008223135904,-0.02631064408722101,-0.4313876915711398,-0.014192729803020138,0.0
22.46749638848761,-0.46600333219469225,-0.3612285879500207,0.13859916631773062,0.0
22.53417046338482,-0.7487678199872625,-0.1541893589356786,0.22670695988491762,0.0
22.600844538282033,-0.7743820500660494,0.09218533181981453,0.2078111521374521,1.0
22.667518613179244,-0.5643971563476334,0.2614329453392256,0.09170573172014612,0.0
22.734192688076455,-0.2515161593875982,0.2755967952601068,-0.06345376356503676,0.0
22.800866762973662,-0.013203565827419895,0.1345254182091521,-0.17993493432554328,0.0
22.867540837870877,0.017534677030705992,-0.0842730733909798,-0.19986986267293255,0.0
22.934214912768084,-0.18174971260937947,-0.265214307136713,-0.11401065513493344,0.0
23.0008889876653,-0.51289393724272,-0.31229438366084666,0.034673641456998805,0.0
23.067563062562506,-0.8063384799310728,-0.1958670242227154,0.1726212283717887,0.0
23.13423713745972,-0.9046279856881508,0.03294807308273073,0.23121974310208532,1.0
23.200911212356928,-0.7404423337656113,0.26657246198145523,0.18027229656955648,0.0
23.26758528725414,-0.3714830617252404,0.3934926662218437,0.04383750406096645,0.0
23.33425936215135,0.04654299867807609,0.35424747010338814,-0.11076856486293579,0.0
23.40093343704856,0.33701187848153585,0.17195553649597212,-0.20682010485847563,0.0
